"","state","name","id","ncesID"
"807","OK","Binger-Oney School District No. 1-168",146883,NA
"808","OK","Bixby School District No. 1-4",168356,NA
"809","OK","Blair Independent School District No. 1-54",146888,NA
"810","OK","Bokoshe School District No. 1-26",44406,NA
"811","OK","Boone-Apache School District No. 1-056",146893,NA
"812","OK","Bray-Doyle School District No. 1-042",146898,NA
"813","OK","Caddo Kiowa Technology Center School District No 2",37375,NA
"814","OK","Caddo School District No. 1-5",146920,NA
"815","OK","Calvin School District No. 1-048",146924,NA
"816","OK","Canadian School District No. 1-2",146931,NA
"817","OK","Canadian Valley Technology Center No.6",37378,NA
"818","OK","Caney Valley School District No. 1-18",190753,NA
"819","OK","Canute Independent School District No. 11",146935,NA
"820","OK","Catoosa Public Schools I-2",190769,NA
"821","OK","Central High Independent School District No. 34",146943,NA
"822","OK","Central School District No. 1-7",190770,NA
"823","OK","Cheyenne Independent School District No. 7",146957,NA
"824","OK","Chickasha School District No. 1-001",168364,NA
"825","OK","Chisholm School District No. 1-42",146959,NA
"826","OK","Choctaw Nation Interlocal Cooperative School District Number 7-K002",148644,NA
"827","OK","Clayton School District No. 1-10",146979,NA
"828","OK","Collinsville School District No. 1-6",326230,NA
"829","OK","Cordell Independent School District No. 78",291018,NA
"830","OK","Coweta School District No. 1-017",227806,NA
"831","OK","Coyle School District No. 1-14",400157,NA
"832","OK","Crooked Oak School District No. 1-053",190778,NA
"833","OK","Crowder School District No. 1-028",227693,NA
"834","OK","Cushing School District 1-67",147028,NA
"835","OK","Cyril School District No. 1-064",147031,NA
"836","OK","Dale School District No. 1-2",147033,NA
"837","OK","Davenport School District No. 1-3",147035,NA
"838","OK","Dewar School District No. 1-008",147050,NA
"839","OK","Dewey School District No. 1-7",147053,NA
"840","OK","Dibble School District No. 1-002",227703,NA
"841","OK","Dickson School District No. 1-77",84877,NA
"842","OK","Dover Independent School District No. 2",147058,NA
"843","OK","Duke School District No. 1-14",147061,NA
"844","OK","Duncan School District No. 1-1",37492,NA
"845","OK","Durant School District No. 1-72",147063,NA
"846","OK","Eagletown Independent School District No. 1-13",147064,NA
"847","OK","Elgin School District No. 1-16",190790,NA
"848","OK","Elmore City-Pernell School District No. 1-072",1239226,NA
"849","OK","Eufaula Independent School District No. 1",84883,NA
"850","OK","Fairland School District No. 1-31",147079,NA
"851","OK","Fargo-Gage Independent School District No. 02",147083,NA
"852","OK","Felt School District No. 1-10",147084,NA
"853","OK","Five Star Interlocal Cooperative",48680,NA
"854","OK","Fletcher School District No. 1-009",147085,NA
"855","OK","Forgan School District No. 1-123",147088,NA
"856","OK","Fort Cobb-Broxton School District No. 1-167",147089,NA
"857","OK","Fort Supply School District No. 1-005",147091,NA
"858","OK","Foyil School District Number 1-7",147095,NA
"859","OK","Francis Tuttle Technology Center School District No. 21",37456,NA
"860","OK","Frederick Public School District No. 1-158",37494,NA
"861","OK","Gans School District No. 1-4",147101,NA
"862","OK","Geary Independent School District No. 80",227699,NA
"863","OK","Geronimo Independent School District No. 1-4",147113,NA
"864","OK","Glencoe School District No. 60-1101",148680,NA
"865","OK","Goodwell Independent School District No. 1-60",147117,NA
"866","OK","Gore School District No. 1-6",291023,NA
"867","OK","Gracemont Independent School District No. 86",147119,NA
"868","OK","Grandfield School District No. 1-249",147128,NA
"869","OK","Grandview School District No. Co34",37384,NA
"870","OK","Granite Independent School District No. 3",147130,NA
"871","OK","Grant County Educational Facilities Authority",149585,NA
"872","OK","Greasy Public School District C-32",147131,NA
"873","OK","Great Plains Technology Center School District No.9",103048,NA
"874","OK","Grove School District No. 1-2",198299,NA
"875","OK","Haileyville School District No. 1-11",148686,NA
"876","OK","Hammon Independent School District No. 66",147145,NA
"877","OK","Hartshome School District No. 1",227838,NA
"878","OK","Haskell Independent School District No. 51-1002",190813,NA
"879","OK","Haworth School District No. 1-006",1239223,NA
"880","OK","Healdton School District No. 1-055",147167,NA
"881","OK","Henryetta School District No. 1-2",147171,NA
"882","OK","Hilldale Independent School District No. 1-29",227707,NA
"883","OK","Hinton School District No. 1-161",147174,NA
"884","OK","Hobart School District No. 1-001",190818,NA
"885","OK","Holdenville School District No. 1-35",168377,NA
"886","OK","Hollis Independent School District No. 1-66",147179,NA
"887","OK","Hominy School District No. 1-38",147181,NA
"888","OK","Hooker School District Number 1-23",147183,NA
"889","OK","Hugo School District No. 1-39",84918,NA
"890","OK","Hydro-Eakly Independent School District No. 11",398901,NA
"891","OK","Idabel School District No. 1-005",147193,NA
"892","OK","Inola School District No. 1-5",44459,NA
"893","OK","Jay School District No. 1-1",190826,NA
"894","OK","Jenks School District No. 1-5",84923,NA
"895","OK","Jones School District No. 1-9",37452,NA
"896","OK","Keota School District No. 1-43",44104,NA
"897","OK","Keyes School District I-11",147224,NA
"898","OK","Kiamichi Technology Center No. 7",37418,NA
"899","OK","Kiefer School District No. 1-18",147229,NA
"900","OK","Kingston School District No. 1-3",84929,NA
"901","OK","Kinta School District No. 1-13",291005,NA
"902","OK","Laverne School District No. 1-001",147250,NA
"903","OK","Leedey Independent School District No. 3",147264,NA
"904","OK","LeFlore School District No. 1-016",227708,NA
"905","OK","Liberty School District No. 1-14",148710,NA
"906","OK","Little Axe School District No. 1-70",84934,NA
"907","OK","Lomega Independent School District No. 3",147278,NA
"908","OK","Lone Wolf School District No. 1-2",147281,NA
"909","OK","Lookeba-Sickles School District No. 1-012",147282,NA
"910","OK","Marietta School District No. 1-16",99160,NA
"911","OK","Maud Independent School District No. 1-117",84937,NA
"912","OK","Meeker School District No. 1-95",147318,NA
"913","OK","Minco Independent School District No. 2",147332,NA
"914","OK","Moore Norman Technology Center District 17",84944,NA
"915","OK","Moore School District No. 1-2",37388,NA
"916","OK","Mooreland Independent School District No. 2",147337,NA
"917","OK","Morrison School District No. 1-6",147339,NA
"918","OK","Moss School District No. 1-001",147341,NA
"919","OK","Mulhall-Orlando Independent School District No. 42-1003",147345,NA
"920","OK","Mustang Independent School District No. 69",227877,NA
"921","OK","Navajo Independent School District No. 1",147362,NA
"922","OK","Noble School District No. 1-40",37389,NA
"923","OK","North Rock Creek School District C-10",200042,NA
"924","OK","Nowata School District No. 1-040",148753,NA
"925","OK","Oaks Mission School District Number I-5",147389,NA
"926","OK","Okarche Independent School District No. 1-105",147391,NA
"927","OK","Okay Independent School District No. 73-1001",147392,NA
"928","OK","Okeene Independent School District No. 1-9",147394,NA
"929","OK","Okemah School District No. 1-26",197304,NA
"930","OK","Okmulgee School District No. 1-1",94013,NA
"931","OK","Olive School District No. 1-17",147454,NA
"932","OK","Olustee-Eldorado Independent School District No. 40",147455,NA
"933","OK","Oologah-Talala School District No. 1-4",198305,NA
"934","OK","Osage County Interlocal Cooperative School District 57 K-001",37462,NA
"935","OK","Owasso School District No. 1-11",37499,NA
"936","OK","Paoli School District No. 1-005",147470,NA
"937","OK","Pauls Valley School District No. 1-018",225992,NA
"938","OK","Pawnee School District No. 1-1",281439,NA
"939","OK","Perkins-Tryon School District No. 1-56",400225,NA
"940","OK","Pioneer-Pleasant Vale School District No. 1-56",147492,NA
"941","OK","Plainview School District No. 1-27",147498,NA
"942","OK","Pocola School District No. 1-007",84964,NA
"943","OK","Prue School District No. 1-50",147518,NA
"944","OK","Quapaw School District No. 1-14",37464,NA
"945","OK","Ripley School District No. 1-3",227722,NA
"946","OK","Roff Independent School District No. 1-37",147543,NA
"947","OK","Rush Springs Independent School District No. 68",147556,NA
"948","OK","Sand Springs School District No. 1-2",190915,NA
"949","OK","Sapulpa School District No. 1-33",37398,NA
"950","OK","Sasakwa School District No. 1-10",149538,NA
"951","OK","Savanna School District No. 1-30",170959,NA
"952","OK","Schulter School District No. 1-006",147570,NA
"953","OK","Seiling Independent School District No. 8",147572,NA
"954","OK","Seminole School District No. 1-1",190906,NA
"955","OK","Sentinel Independent School District No. 1",147580,NA
"956","OK","Silo School District No. 1-1",147593,NA
"957","OK","South Coffeyville School District No. 1-51",282701,NA
"958","OK","South Oklahoma City Area School District",147600,NA
"959","OK","Southern Oklahoma Technology Center V-20",65192,NA
"960","OK","Sovereign Community School District No. J-4",168683,NA
"961","OK","Sterling School District No. 1-3",148819,NA
"962","OK","Stonewall School District No. 1-030",147620,NA
"963","OK","Stuart School District No. 1-054",190921,NA
"964","OK","Sulphur School District No. 1-1",91100,NA
"965","OK","Tahlequah School District No. 1-035",227943,NA
"966","OK","Talihina School District No. 1-52",147639,NA
"967","OK","Tecumseh School District No. 1-92",170960,NA
"968","OK","Temple School District No. 1-101",147645,NA
"969","OK","Thomas-Fay-Custer Unified Independent School District No. 1-07",147656,NA
"970","OK","Tipton Independent School District No. 8",147658,NA
"971","OK","Tri-County Interlocal Co-Op, School District K001",46042,NA
"972","OK","Tulsa Technology Center No. 18",41367,NA
"973","OK","Tuttle School District No. 1-097",168412,NA
"974","OK","Tyrone School District No. 1-53",147686,NA
"975","OK","Union City Independent School District No. 57",147689,NA
"976","OK","Valliant School District No. 1-11",149550,NA
"977","OK","Verden School District No. 1-099",147701,NA
"978","OK","Verdigris School District No. 1-8",227742,NA
"979","OK","Vici Independent School District No. 5",147705,NA
"980","OK","Vinita School District No. 1-65",190931,NA
"981","OK","Walters School District No. 1-001",147714,NA
"982","OK","Watonga Independent School District No. 42",37368,NA
"983","OK","Wayne Independent School District No. 10",147727,NA
"984","OK","Waynoka School District No. 1-3",147728,NA
"985","OK","Weatherford Independent School District No. 26",37400,NA
"986","OK","Welch School District No. 1-17",147731,NA
"987","OK","Weleetka School District No. 1-31",147732,NA
"988","OK","Wellston School District No. 1-4",147733,NA
"989","OK","Wetumka School District No. 1-005",1239225,NA
"990","OK","Wilson School District No. 1-43",147751,NA
"991","OK","Woodward District No. 1-1",37507,NA
"992","OK","Wynona School District No. 1-30",147765,NA
"993","OK","Yarbrough School District No. 1-1",147767,NA
"994","OK","Zion School District No. C028",65021,NA
"995","OR","Annex School District No. 29",86249,NA
"996","OR","Arlington School District No. 3",85692,NA
"997","OR","Benton County School District 7j",90838,NA
"998","OR","Blachly School District No. 90",86129,NA
"999","OR","Burnt River School District No. 30-J",90967,NA
"1000","OR","Center for Advanced Learning",85223,NA
"1001","OR","Clackamas County School District No. 108",90958,NA
"1002","OR","Clackamas Education Service District",164419,NA
"1003","OR","Columbia Gorge Education Service District",153351,NA
"1004","OR","Condon School District No. 25J",85691,NA
"1005","OR","Coos County School District No. 13",90823,NA
"1006","OR","Coos County School District No. 31",85391,NA
"1007","OR","Coos County School District No. 41",85392,NA
"1008","OR","Coos County School District No. 54",228087,NA
"1009","OR","Corbett School District No. 39",190981,NA
"1010","OR","Deschutes County School District 1",37616,NA
"1011","OR","Douglas County School District No. 12",85526,NA
"1012","OR","Douglas County School District No. 19",86943,NA
"1013","OR","Douglas County School District No. 21",85193,NA
"1014","OR","Douglas County School District No. 32",85531,NA
"1015","OR","Douglas County School District No. 34",85532,NA
"1016","OR","Douglas County School District No. 4",90860,NA
"1017","OR","Douglas County School District No. 70",85534,NA
"1018","OR","Douglas Education Service District",190960,NA
"1019","OR","Fossil School District 21j",85664,NA
"1020","OR","Grant County Educational Service District",85722,NA
"1021","OR","Grant County School District 16j",90914,NA
"1022","OR","Grant County School District No. 4",85730,NA
"1023","OR","Harney County Educational Service District Region XVII",164421,NA
"1024","OR","Harney County School District No. 13",85770,NA
"1025","OR","Harney County School District No. 16",85779,NA
"1026","OR","Harney County School District No. 28",85781,NA
"1027","OR","Harney County School District No. 4",85784,NA
"1028","OR","Harney County School District No. 5",85785,NA
"1029","OR","Harney County School District No. 7",85786,NA
"1030","OR","Harper School District No. 66",86253,NA
"1031","OR","High Desert Education Service District",197340,NA
"1032","OR","Huntington School District No. 16J",90820,NA
"1033","OR","Insight School of Oregon Painted Hills",85894,NA
"1034","OR","Intermountain Educational Service District",55430,NA
"1035","OR","Ione School District 2",85902,NA
"1036","OR","Jackson County School District 549c",37631,NA
"1037","OR","Jackson County School District No. 35",85926,NA
"1038","OR","Jackson County School District No. 4",85927,NA
"1039","OR","Jackson County School District No. 5",90887,NA
"1040","OR","Jackson County School District No. 59",85930,NA
"1041","OR","Jackson County School District No. 6",85931,NA
"1042","OR","Jackson County School District No. 9",85558,NA
"1043","OR","Jackson County School District No. 91",85933,NA
"1044","OR","Jackson County School District No. 94",85934,NA
"1045","OR","Jane Goodall Environmental Middle School",85942,NA
"1046","OR","Jefferson County Educational Service District",85953,NA
"1047","OR","Jefferson County School District No. 8",85959,NA
"1048","OR","Lake County Educational Service District",164427,NA
"1049","OR","Lake County School District No. 11",190992,NA
"1050","OR","Lake County School District No. 14",86084,NA
"1051","OR","Lake County School District No. 18",86085,NA
"1052","OR","Lake County School District No. 21",86086,NA
"1053","OR","Lane County School District No. 32",86118,NA
"1054","OR","Lane County School District No. 4j",94017,NA
"1055","OR","Lane Education Service District",86132,NA
"1056","OR","Lane Library District",86134,NA
"1057","OR","Linn-Benton-Lincoln Educational Service District",164429,NA
"1058","OR","Malheur County School District No. 12",90883,NA
"1059","OR","Malheur Educational Service District",164430,NA
"1060","OR","Mckenzie School District No. 68",86311,NA
"1061","OR","Mosier Community School",86419,NA
"1062","OR","Multnomah County School District No. 1J",37671,NA
"1063","OR","Multnomah County School District No. 3",86450,NA
"1064","OR","Multnomah County School District No. 7",197346,NA
"1065","OR","Multnomah Education Service District",164432,NA
"1066","OR","North Central Educational Service District",164433,NA
"1067","OR","North Powder School District",87147,NA
"1068","OR","Northwest Regional Education Service District",164434,NA
"1069","OR","Pine Eagle School District No. 61",86652,NA
"1070","OR","Region 18 Educational Service District",153367,NA
"1071","OR","Sage Community School",86818,NA
"1072","OR","Siletz Valley School",86888,NA
"1073","OR","South Coast Educational Service District",164439,NA
"1074","OR","South Columbia Family School",86926,NA
"1075","OR","South Harney School District No. 33",85783,NA
"1076","OR","Southern Oregon Education Service District",191001,NA
"1077","OR","Springwater Environmental Sciences School",86961,NA
"1078","OR","The Emerson School",190961,NA
"1079","OR","The Lighthouse School",190977,NA
"1080","OR","Umatilla County School District No. 8R",87124,NA
"1081","OR","Union County School District 23",90888,NA
"1082","OR","Union County School District No. 1",87143,NA
"1083","OR","Union County School District No. 11",85890,NA
"1084","OR","Union County School District No. 15",87144,NA
"1085","OR","Union High School District No. 1j",85780,NA
"1086","OR","Wahtonka Community School",190996,NA
"1087","OR","Wallowa School District #12",87209,NA
"1088","OR","Wasco County School District No. 29",90886,NA
"1089","OR","Wheeler County School District No. 1",87300,NA
"1090","OR","Willamette Education Service District",197358,NA
"1091","PA","Appalachia Intermediate Unit 8",60736,NA
"1092","PA","Arin Intermediate Unit 28",38009,NA
"1093","PA","Beaver Valley Intermediate Unit",37872,NA
"1094","PA","Berks Career and Technology Center",95696,NA
"1095","PA","Berks County Intermediate Unit",400715,NA
"1096","PA","Blast Intermediate Unit 17",38074,NA
"1097","PA","Bucks County Intermediate Unit 22",151326,NA
"1098","PA","Bucks County Technical High School",42507,NA
"1099","PA","Capital Area Intermediate Unit",37958,NA
"1100","PA","Carbon Lehigh Intermediate Unit 21",38055,NA
"1101","PA","Career Technology Center of Lackawanna County",87518,NA
"1102","PA","Central Susquehanna Intermediate Unit No. 16",153402,NA
"1103","PA","Clearfield County Career and Technology Center",37948,NA
"1104","PA","Colonial Intermediate Unit 20",38112,NA
"1105","PA","Dauphin County Technical School",37966,NA
"1106","PA","Delaware County Technical Schools",197364,NA
"1107","PA","Delaware Intermediate Unit County",151348,NA
"1108","PA","Eastern Center for Arts and Technology",38103,NA
"1109","PA","Greater Altoona Career and Technology Center",37893,NA
"1110","PA","Greater Johnstown Area Vocational Technical School",37923,NA
"1111","PA","Indiana County Technology Center",38008,NA
"1112","PA","Jefferson County-Dubois Area Vocational Technical School",65034,NA
"1113","PA","Lancaster County Career and Technology Center",41216,NA
"1114","PA","Lancaster-Lebanon Intermediate Unit 13",38038,NA
"1115","PA","Lebanon County Career and Technology Center",38049,NA
"1116","PA","Lehigh Career and Technical Institute",46359,NA
"1117","PA","Lenape Technical School",37862,NA
"1118","PA","Luzerne Intermediate Unit",38066,NA
"1119","PA","Montgomery County Intermediate Unit",151386,NA
"1120","PA","Northeastern Educational Intermediate Unit",38023,NA
"1121","PA","Northeastern School District",38192,NA
"1122","PA","Northwest Tri-County Intermediate Unit",228813,NA
"1123","PA","Pittsburgh-Mount Oliver Intermediate Unit 2",37852,NA
"1124","PA","Riverview Intermediate Unit 6",37940,NA
"1125","PA","School District of the City of York",87500,NA
"1126","PA","Schuylkill Technology Center",38133,NA
"1127","PA","Seneca Highlands Intermediate Unit Nine",42756,NA
"1128","PA","Somerset County Technology Center",55884,NA
"1129","PA","Tuscarora Intermediate Unit 11",38081,NA
"1130","PA","Venango Technology Center",38154,NA
"1131","PA","Wilkes-Barre Area Career and Technical Center",38068,NA
"1132","PA","York County School of Technology",38200,NA
"1133","SC","Clover School District Number Two",45162,NA
"1134","SC","Denmark-Olar School District No. Two of Bamberg County",168833,NA
"1135","SC","Fort Mill School District Four",38374,NA
"1136","SC","Greenwood County School District 51",38343,NA
"1137","SC","Laurens County School District 56",38350,NA
"1138","SC","Rock Hill School District Three",38375,NA
"1139","SD","Black Hills Special Services Cooperative",38433,NA
"1140","SD","Canton School District No. 41",1035653,NA
"1141","SD","Cornbelt Educational Cooperative",65042,NA
"1142","SD","Crazy Horse School",153631,NA
"1143","SD","Little Eagle Grant School",103098,NA
"1144","SD","Redfield School District No. 56",1035654,NA
"1145","SD","South Central Cooperative",54697,NA
"1146","SD","Southeast Area Cooperative",38445,NA
"1147","TN","Alamo City Schools",106528,NA
"1148","TN","Athens City Board of Education",40334,NA
"1149","TN","Bells City School",106569,NA
"1150","TN","Bells City School Board of Education",106570,NA
"1151","TN","Board of Education Town of Greeneville",401769,NA
"1152","TN","Collierville City Schools",106715,NA
"1153","TN","Compass Community Schools",168875,NA
"1154","TN","Crosstown High School",106744,NA
"1155","TN","Explore Community School",106829,NA
"1156","TN","Greeneville-Greene County Center for Technology",106895,NA
"1157","TN","Humboldt Board of Education",106978,NA
"1158","TN","Kenton Special School District",107060,NA
"1159","TN","Lenoir City Schools",107101,NA
"1160","TN","Lexington City School System",107110,NA
"1161","TN","Little Tennessee Valley Educational Cooperative",198024,NA
"1162","TN","Metropolitan Nashville Public Schools",107203,NA
"1163","TN","Millington Municipal Schools Internal School Funds",107215,NA
"1164","TN","Oak Ridge City School fund",107280,NA
"1165","TN","Perea Elementary School",107307,NA
"1166","TN","Robertson County Schools",401793,NA
"1167","TN","Shelby County Schools",107431,NA
"1168","TN","Tennessee School Boards Unemployment Compensation Trust",107402,NA
"1169","TN","The Franklin County School Department",151433,NA
"1170","TN","Union City Schools",107534,NA
"1171","TN","Z--Cart Test",191336,NA
"1172","TX","Ector Independent School District",163559,NA
"1173","TX","Education Service Center Region 10",45474,NA
"1174","TX","Education Service Center Region 11",40486,NA
"1175","TX","Education Service Center Region XIV",40358,NA
"1176","TX","Education Service Center Region XV",40219,NA
"1177","TX","Harris County Department of Education",40864,NA
"1178","TX","Higgins Independent School District",163651,NA
"1179","TX","Region 16 Education Service Center",39146,NA
"1180","TX","Region 17 Education Service Center",40357,NA
"1181","TX","Region 18 Education Service Center",41696,NA
"1182","TX","Region 19 Education Service Center",38927,NA
"1183","TX","Region 9 Education Service Center",39246,NA
"1184","TX","Region III Education Service Center",39230,NA
"1185","TX","Region VII Education Service Center",41686,NA
"1186","TX","Region VIII Education Service Center",39207,NA
"1187","TX","Terrell County Independent School District",164100,NA
"1188","UT","Bridge Elementary",169058,NA
"1189","UT","Central Utah Educational Services",102367,NA
"1190","UT","Medical School Campus PID",197631,NA
"1191","UT","Northeastern Utah Educational Services",102418,NA
"1192","UT","Salt Lake City Open Classroom",197633,NA
"1193","UT","The Winter Sports School in Park City",102449,NA
"1194","UT","Uintah River High School",102455,NA
"1195","UT","Walden School of Liberal Arts",102465,NA
"1196","VT","Barre Unified Union School District No. 97",197885,NA
"1197","VT","Bennington-Rutland Supervisory Union",39364,NA
"1198","VT","Caledonia Central Supervisory Union",44828,NA
"1199","VT","Franklin Northeast Supervisory Union",43329,NA
"1200","VT","Franklin West Supervisory Union",39373,NA
"1201","VT","Grand Isle Supervisory Union",39374,NA
"1202","VT","Lamoille North Supervisory Union",39375,NA
"1203","VT","North Country Supervisory Union",39378,NA
"1204","VT","Orange East Supervisory Union",39376,NA
"1205","VT","Orange Southwest School District",59303,NA
"1206","VT","Orleans Central Supervisory Union",39377,NA
"1207","VT","Orleans Southwest Supervisory Union",39379,NA
"1208","VT","Rutland Northeast Supervisory Union",39382,NA
"1209","VT","St. Johnsbury School District",94032,NA
"1210","VT","Two Rivers Supervisory Union",57407,NA
"1211","VT","Windham Central Supervisory Union",39386,NA
"1212","VT","Windham Northeast Supervisory Union",39387,NA
"1213","VT","Windham Southeast School District",169242,NA
"1214","VT","Windham Southeast Supervisory Union",39388,NA
"1215","VT","Windham Southwest Supervisory Union",46659,NA
"1216","VT","Windsor Central Supervisory Union",48634,NA
"1217","VT","Windsor Southeast Supervisory Union",39390,NA
"1218","WA","North Central Educational Service District No. 171",48842,NA
"1219","WA","Olympic Educational Service District No. 114",39652,NA
"1220","WA","United Schools Insurance Program",89386,NA
"1221","WI","Kenosha Unified School District",39994,NA
"1222","WV","Southern Educational Services Cooperative",66409,NA
"1223","WY","Big Horn County School District No. 2",40142,NA
