,ncesID,nces_original_name,county_name,city,state,students,tot,acfrs_id,
1,506060,CAMDEN FAIRVIEW SCHOOL DIST.,Ouachita County,CAMDEN,AR,2387,2983330,1027241,
2,506330,FORT SMITH SCHOOL DISTRICT,Sebastian County,FORT SMITH,AR,14748,2983330,1027267,
3,512210,SEARCY SCHOOL DISTRICT,White County,SEARCY,AR,4017,2983330,30774,Searcy County School District No. 17
4,6000030,American Samoa Department of Education,Eastern District,Pago Pago,AS,10448,2983330,,
5,407240,Safford Unified District (4218),Graham County,SAFFORD,AZ,3111,2983330,,
6,602450,Amador County Unified,Amador County,Jackson,CA,3958,2983330,31117,Amador County Office of Education
7,607950,Central Elementary,San Bernardino County,Rancho Cucamonga,CA,4449,2983330,146006,Central School District
8,610770,Del Norte County Unified,Del Norte County,Crescent City,CA,3706,2983330,,
9,611910,Eastside Union Elementary,Los Angeles County,Lancaster,CA,3329,2983330,,
10,612070,El Dorado Union High,El Dorado County,Placerville,CA,6814,2983330,,
11,616080,Greenfield Union Elementary,Monterey County,Greenfield,CA,3550,2983330,,
12,618870,Jefferson Elementary,San Mateo County,Daly City,CA,5862,2983330,,
13,618840,Jefferson Elementary,San Joaquin County,Tracy,CA,2287,2983330,,
14,624600,Merced City Elementary,Merced County,Merced,CA,11079,2983330,,
15,625150,Modesto City High,Stanislaus County,Modesto,CA,15160,2983330,,
16,626220,Mountain View Elementary,San Bernardino County,Ontario,CA,2540,2983330,,
17,628170,Ocean View,Ventura County,Oxnard,CA,2452,2983330,,
18,630250,Petaluma Joint Union High,Sonoma County,Petaluma,CA,5296,2983330,,
19,621450,Richland Union Elementary,Kern County,Shafter,CA,2851,2983330,,
20,635430,Santa Clara Unified,Santa Clara County,Santa Clara,CA,15306,2983330,,
21,635600,Santa Cruz City High,Santa Cruz County,Santa Cruz,CA,4574,2983330,,
22,635810,Santa Rosa Elementary,Sonoma County,Santa Rosa,CA,4903,2983330,,
23,635830,Santa Rosa High,Sonoma County,Santa Rosa,CA,10941,2983330,,
24,636390,Sequoia Union High,San Mateo County,Redwood City,CA,9052,2983330,,
25,639930,Tulare Joint Union High,Tulare County,Tulare,CA,5686,2983330,,
26,641400,Wasco Union Elementary,Kern County,Wasco,CA,3582,2983330,,
27,641580,Washington Unified,Yolo County,West Sacramento,CA,7646,2983330,,
28,642120,Westside Union Elementary,Los Angeles County,Quartz Hill,CA,9686,2983330,,
29,802340,Aurora Joint District No. 28 of the counties of Adams and A,Arapahoe County,AURORA,CO,40088,2983330,,
30,803780,Englewood School District No. 1 in the county of Arapahoe,Arapahoe County,ENGLEWOOD,CO,2634,2983330,,
31,804080,Fountain School District No. 8 in the county of El Paso an,El Paso County,FOUNTAIN,CO,8529,2983330,,
32,804410,GreeleySchool District No. 6 in the county of Weld and Sta,Weld County,GREELEY,CO,22544,2983330,,
33,804530,Harrison School District No. 2 in the county of El Paso an,El Paso County,COLORADO SPRINGS,CO,11543,2983330,,
34,805310,Littleton School District No. 6 in the county of Arapahoe,Arapahoe County,LITTLETON,CO,14988,2983330,,
35,806480,School District No. 3 in the county of El Paso and State of,El Paso County,COLORADO SPRINGS,CO,9669,2983330,,
36,806690,School District No. Re-1 Valley,Logan County,STERLING,CO,2258,2983330,,
37,804050,School District No. Re-3 Fort Morgan,Morgan County,FORT MORGAN,CO,3473,2983330,,
38,900002,Connecticut Technical Education and Career System,Middlesex County,Hartford,CT,10993,2983330,,
39,903537,Regional School District 15,New Haven County,Middlebury,CT,3646,2983330,,
40,1000080,Appoquinimink School District,New Castle County,Odessa,DE,11737,2983330,,
41,1001240,Brandywine School District,New Castle County,Wilmington,DE,10548,2983330,,
42,1000180,Caesar Rodney School District,Kent County,Wyoming,DE,8183,2983330,,
43,1000170,Cape Henlopen School District,Sussex County,Lewes,DE,5860,2983330,,
44,1000190,Capital School District,Kent County,Dover,DE,6491,2983330,,
45,1000200,Christina School District,New Castle County,Wilmington,DE,13370,2983330,,
46,1000230,Colonial School District,New Castle County,New Castle,DE,9921,2983330,,
47,1000680,Indian River School District,Sussex County,Selbyville,DE,10942,2983330,,
48,1000790,Lake Forest School District,Kent County,Felton,DE,3721,2983330,,
49,1000810,Laurel School District,Sussex County,Laurel,DE,2645,2983330,,
50,1001080,Milford School District,Sussex County,Milford,DE,4244,2983330,,
51,1001280,New Castle County Vocational-Technical School District,New Castle County,Wilmington,DE,4615,2983330,,
52,1001300,Red Clay Consolidated School District,New Castle County,Wilmington,DE,15520,2983330,,
53,1001530,Seaford School District,Sussex County,Seaford,DE,3465,2983330,,
54,1001620,Smyrna School District,Kent County,Smyrna,DE,5882,2983330,,
55,1001850,Woodbridge School District,Sussex County,Bridgeville,DE,2594,2983330,,
56,1202012,FAU LAB SCH,Palm Beach County,BOCA RATON,FL,2652,2983330,,
57,1200002,FL VIRTUAL,Orange County,ORLANDO,FL,5130,2983330,,
58,1202013,FSU LAB SCH,Leon County,TALLAHASSEE,FL,2494,2983330,,
59,1301680,City Schools of Decatur,DeKalb County,Decatur,GA,5874,2983330,,
60,1601590,JEROME JOINT DISTRICT,Jerome County,JEROME,ID,4184,2983330,,
61,1602100,JOINT SCHOOL DISTRICT NO. 2,Ada County,MERIDIAN,ID,40600,2983330,,
62,1603240,TWIN FALLS DISTRICT,Twin Falls County,TWIN FALLS,ID,9654,2983330,,
63,1703900,Aptakisic-Tripp CCSD 102,Lake County,Buffalo Grove,IL,2550,2983330,,
64,1703870,CHSD 117,Lake County,Lake Villa,IL,2652,2983330,,
65,1722830,CHSD 128,Lake County,Vernon Hills,IL,3287,2983330,,
66,1713320,East St Louis SD 189,St. Clair County,East Saint Louis,IL,5209,2983330,,
67,1713710,SD U-46,Kane County,Elgin,IL,37266,2983330,,
68,1800150,Anderson Community School Corp,Madison County,Anderson,IN,6811,2983330,,
69,1800270,Avon Community School Corp,Hendricks County,Avon,IN,9871,2983330,,
70,1800360,Bartholomew Con School Corp,Bartholomew County,Columbus,IN,11499,2983330,,
71,1800390,Batesville Community School Corp,Franklin County,Batesville,IN,2215,2983330,,
72,1800450,Beech Grove City Schools,Marion County,Beech Grove,IN,2939,2983330,,
73,1801020,Brownsburg Community School Corp,Hendricks County,Brownsburg,IN,9453,2983330,,
74,1801440,Center Grove Community School Corp,Johnson County,Greenwood,IN,8876,2983330,,
75,1801890,Clark-Pleasant Community Sch Corp,Johnson County,Whiteland,IN,6979,2983330,,
76,1800840,Clay Community Schools,Clay County,Brazil,IN,4141,2983330,,
77,1803660,Community Schools of Frankfort,Clinton County,Frankfort,IN,3186,2983330,,
78,1802490,Crown Point Community School Corp,Lake County,Crown Point,IN,8795,2983330,,
79,1802970,East Noble School Corporation,Noble County,Kendallville,IN,3564,2983330,,
80,1809000,East Porter County School Corp,Porter County,Kouts,IN,2467,2983330,,
81,1803480,Fairfield Community Schools,Elkhart County,Goshen,IN,2214,2983330,,
82,1803510,Fayette County School Corporation,Fayette County,Connersville,IN,3449,2983330,,
83,1803700,Franklin County Community Sch Corp,Franklin County,Brookville,IN,2191,2983330,,
84,1803750,Franklin Township Com Sch Corp,Marion County,Indianapolis,IN,10305,2983330,,
85,1812880,Frankton-Lapel Community Schools,Madison County,Anderson,IN,3156,2983330,,
86,1803870,Gary Community School Corp,Lake County,Gary,IN,4850,2983330,,
87,1803930,Goshen Community Schools,Elkhart County,Goshen,IN,6622,2983330,,
88,1803940,Greater Clark County Schools,Clark County,Jeffersonville,IN,10310,2983330,,
89,1803960,Greater Jasper Consolidated Schs,Dubois County,Jasper,IN,3203,2983330,,
90,1804050,Greenfield-Central Com Schools,Hancock County,Greenfield,IN,4498,2983330,,
91,1804080,Greensburg Community Schools,Decatur County,Greensburg,IN,2143,2983330,,
92,1804170,Griffith Public Schools,Lake County,Griffith,IN,2260,2983330,,
93,1804710,Huntington Co Com Sch Corp,Huntington County,Warren,IN,5089,2983330,,
94,1805190,Jennings County School Corporation,Jennings County,North Vernon,IN,4173,2983330,,
95,1809120,John Glenn School Corporation,St. Joseph County,Walkerton,IN,2062,2983330,,
96,1805400,Lafayette School Corporation,Tippecanoe County,Lafayette,IN,8060,2983330,,
97,1805450,Lake Central School Corporation,Lake County,Saint John,IN,9587,2983330,,
98,1805700,Lawrenceburg Community School Corp,Dearborn County,Lawrenceburg,IN,2086,2983330,,
99,1806030,Logansport Community Sch Corp,Cass County,Logansport,IN,4304,2983330,,
100,1806090,Maconaquah School Corp,Miami County,Bunker Hill,IN,2160,2983330,,
101,1806390,Marion Community Schools,Grant County,Marion,IN,3878,2983330,,
102,1809690,Merrillville Community School Corp,Lake County,Merrillville,IN,6336,2983330,,
103,1806570,Michigan City Area Schools,LaPorte County,Michigan City,IN,5474,2983330,,
104,1806870,Mississinewa Community School Corp,Grant County,Gas City,IN,2529,2983330,,
105,1800630,Monroe County Community Sch Corp,Monroe County,Bloomington,IN,11182,2983330,,
106,1807140,Mooresville Con School Corp,Morgan County,Mooresville,IN,4412,2983330,,
107,1802640,MSD DECATUR TOWNSHIP,Marion County,Indianapolis,IN,6825,2983330,,
108,1805670,MSD LAWRENCE TOWNSHIP,Marion County,Indianapolis,IN,16165,2983330,,
109,1806510,MSD MARTINSVILLE SCHOOLS,Morgan County,Martinsville,IN,4340,2983330,,
110,1808910,MSD PIKE TOWNSHIP,Marion County,Indianapolis,IN,11274,2983330,,
111,1800030,MSD SOUTHWEST ALLEN COUNTY SCHLS,Allen County,Fort Wayne,IN,7685,2983330,,
112,1812180,MSD WABASH COUNTY SCHOOLS,Wabash County,Wabash,IN,2159,2983330,,
113,1812360,MSD WARREN TOWNSHIP,Marion County,Indianapolis,IN,11830,2983330,,
114,1812720,MSD WASHINGTON TOWNSHIP,Marion County,Indianapolis,IN,11157,2983330,,
115,1807410,New Albany-Floyd Co Con Sch,Floyd County,New Albany,IN,11702,2983330,,
116,1807440,New Castle Community School Corp,Henry County,New Castle,IN,3046,2983330,,
117,1807650,Noblesville Schools,Hamilton County,Noblesville,IN,10676,2983330,,
118,1800690,North Harrison Com School Corp,Harrison County,Ramsey,IN,2194,2983330,,
119,1807860,North Lawrence Com Schools,Lawrence County,Bedford,IN,4670,2983330,,
120,1808010,North Spencer County Sch Corp,Spencer County,Lincoln City,IN,2091,2983330,,
121,1808250,Northwest Allen County Schools,Allen County,Fort Wayne,IN,7857,2983330,,
122,1808760,Penn-Harris-Madison School Corp,St. Joseph County,Mishawaka,IN,11373,2983330,,
123,1808850,Peru Community Schools,Miami County,Peru,IN,2055,2983330,,
124,1809060,Plymouth Community School Corp,Marshall County,Plymouth,IN,3489,2983330,,
125,1809150,Portage Township Schools,Porter County,Portage,IN,7349,2983330,,
126,1809750,Rush County Schools,Rush County,Rushville,IN,2013,2983330,,
127,1802880,School City of East Chicago,Lake County,East Chicago,IN,3846,2983330,,
128,1804320,School City of Hammond,Lake County,Hammond,IN,12854,2983330,,
129,1804590,School City of Hobart,Lake County,Hobart,IN,4088,2983330,,
130,1804560,School Town of Highland,Lake County,Highland,IN,3224,2983330,,
131,1810080,Seymour Community Schools,Jackson County,Seymour,IN,5229,2983330,,
132,1810140,Shelbyville Central Schools,Shelby County,Shelbyville,IN,4178,2983330,,
133,1810290,South Bend Community School Corp,St. Joseph County,South Bend,IN,16725,2983330,,
134,1800240,South Dearborn Community Sch Corp,Dearborn County,Aurora,IN,2214,2983330,,
135,1810350,South Gibson School Corporation,Gibson County,Fort Branch,IN,2087,2983330,,
136,1810440,South Madison Com Sch Corp,Madison County,Pendleton,IN,4333,2983330,,
137,1810710,Southern Hancock Co Com Sch Corp,Hancock County,New Palestine,IN,3801,2983330,,
138,1811190,Sunman-Dearborn Com Sch Corp,Dearborn County,St Leon,IN,3689,2983330,,
139,1811460,Tri-Creek School Corporation,Lake County,Lowell,IN,3258,2983330,,
140,1811580,Twin Lakes School Corp,White County,Monticello,IN,2411,2983330,,
141,1811730,Union School Corporation,Randolph County,Modoc,IN,4279,2983330,,
142,1811970,Valparaiso Community Schools,Porter County,Valparaiso,IN,6278,2983330,,
143,1812090,Vigo County School Corp,Vigo County,Terre Haute,IN,14642,2983330,,
144,1812240,Wa-Nee Community Schools,Elkhart County,Nappanee,IN,3085,2983330,,
145,1812390,Warrick County School Corp,Warrick County,Boonville,IN,10162,2983330,,
146,1812420,Warsaw Community Schools,Kosciusko County,Warsaw,IN,6957,2983330,,
147,1812450,Washington Community Schools,Daviess County,Washington,IN,2478,2983330,,
148,1805550,Wawasee Community School Corp,Kosciusko County,Syracuse,IN,2881,2983330,,
149,1812870,West Lafayette Com School Corp,Tippecanoe County,West Lafayette,IN,2396,2983330,,
150,1812900,West Noble School Corporation,Noble County,Ligonier,IN,2267,2983330,,
151,1804470,Western School Corporation,Howard County,Russiaville,IN,2644,2983330,,
152,1813110,Westview School Corporation,LaGrange County,Topeka,IN,2292,2983330,,
153,1802280,Whitley County Con Schools,Whitley County,Columbia City,IN,3654,2983330,,
154,1807230,Yorktown Community Schools,Delaware County,Yorktown,IN,2685,2983330,,
155,1802830,Zionsville Community Schools,Boone County,Zionsville,IN,7435,2983330,,
156,2012300,Circle,Butler County,Towanda,KS,2016,2983330,,
157,2005490,De Soto,Johnson County,De Soto,KS,7467,2983330,,
158,2010680,Piper-Kansas City,Wyandotte County,Kansas City,KS,2560,2983330,,
159,2105580,Trigg County,Trigg County,Cadiz,KY,2044,2983330,,
160,2201830,Vernon Parish,Vernon Parish,Leesville,LA,8541,2983330,,
161,2201890,Webster Parish,Webster Parish,Minden,LA,5941,2983330,,
162,2507350,Marshfield,Plymouth County,Marshfield,MA,3960,2983330,,
163,2500556,TEC Connections Academy Commonwealth Virtual School District,Norfolk County,East Walpole,MA,2183,2983330,,
164,2302610,Auburn Public Schools,Androscoggin County,Auburn,ME,3532,2983330,,
165,2302640,Augusta Public Schools,Kennebec County,Augusta,ME,2269,2983330,,
166,2302820,Bangor Public Schools,Penobscot County,Bangor,ME,3685,2983330,,
167,2303150,Biddeford Public Schools,York County,Biddeford,ME,2464,2983330,,
168,2303780,Brunswick Public Schools,Cumberland County,Brunswick,ME,2422,2983330,,
169,2305670,Falmouth Public Schools,Cumberland County,Falmouth,ME,2091,2983330,,
170,2306060,Gorham Public Schools,Cumberland County,Gorham,ME,2800,2983330,,
171,2307320,Lewiston Public Schools,Androscoggin County,Lewiston,ME,5449,2983330,,
172,2309930,Portland Public Schools,Cumberland County,Portland,ME,6779,2983330,,
173,2314240,RSU 51/MSAD 51,Cumberland County,Cumberland,ME,2129,2983330,,
174,2310380,Saco Public Schools,York County,Saco,ME,2827,2983330,,
175,2310500,Sanford Public Schools,York County,Sanford,ME,3231,2983330,,
176,2310530,Scarborough Public Schools,Cumberland County,Scarborough,ME,2997,2983330,,
177,2312330,South Portland Public Schools,Cumberland County,South Portland,ME,2963,2983330,,
178,2313560,Westbrook Public Schools,Cumberland County,Westbrook,ME,2444,2983330,,
179,2612600,East Lansing School District,Ingham County,EAST LANSING,MI,3707,2983330,,
180,2617760,Harper Woods The School District of the City of,Wayne County,HARPER WOODS,MI,2464,2983330,,
181,2618030,Hazel Park School District of the City of,Oakland County,HAZEL PARK,MI,3041,2983330,,
182,2623460,Melvindale-North Allen Park Schools,Wayne County,MELVINDALE,MI,3061,2983330,,
183,2624840,Muskegon Public Schools of the City of,Muskegon County,MUSKEGON,MI,3625,2983330,,
184,2626190,Oak Park School District of the City of,Oakland County,OAK PARK,MI,4429,2983330,,
185,2628740,Pontiac City School District,Oakland County,PONTIAC,MI,4011,2983330,,
186,2629760,River Rouge School District of the City of,Wayne County,RIVER ROUGE,MI,2422,2983330,,
187,2636540,Wyandotte School District of the City of,Wayne County,WYANDOTTE,MI,4562,2983330,,
188,2702970,ALBERT LEA PUBLIC SCHOOL DISTRICT,Freeborn County,ALBERT LEA,MN,3572,2983330,,
189,2704440,BEMIDJI PUBLIC SCHOOL DISTRICT,Beltrami County,BEMIDJI,MN,5290,2983330,,
190,2706090,BRAINERD PUBLIC SCHOOL DISTRICT,Crow Wing County,BRAINERD,MN,6782,2983330,,
191,2707350,BYRON PUBLIC SCHOOL DISTRICT,Olmsted County,BYRON,MN,2215,2983330,,
192,2709420,CLOQUET PUBLIC SCHOOL DISTRICT,Carlton County,CLOQUET,MN,2681,2983330,,
193,2710170,DELANO PUBLIC SCHOOL DISTRICT,Wright County,DELANO,MN,2495,2983330,,
194,2714220,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,Hennepin County,EDEN PRAIRIE,MN,8826,2983330,,
195,2711250,EDINA PUBLIC SCHOOL DISTRICT,Hennepin County,EDINA,MN,8445,2983330,,
196,2713920,HERMANTOWN PUBLIC SCHOOL DISTRICT,St. Louis County,HERMANTOWN,MN,2147,2983330,,
197,2716980,KASSON-MANTORVILLE SCHOOL DISTRICT,Dodge County,KASSON,MN,2257,2983330,,
198,2717780,LAKEVILLE PUBLIC SCHOOL DISTRICT,Dakota County,LAKEVILLE,MN,11444,2983330,,
199,2718780,MANKATO PUBLIC SCHOOL DISTRICT,Blue Earth County,MANKATO,MN,9021,2983330,,
200,2723490,NEW ULM PUBLIC SCHOOL DISTRICT,Brown County,NEW ULM,MN,2105,2983330,,
201,2733270,South St. Paul Public School Dist,Dakota County,SOUTH SAINT PAUL,MN,3425,2983330,,
202,2700008,ST. LOUIS COUNTY SCHOOL DISTRICT,St. Louis County,VIRGINIA,MN,2089,2983330,,
203,2733840,ST. PAUL PUBLIC SCHOOL DISTRICT,Ramsey County,SAINT PAUL,MN,36004,2983330,,
204,2905310,BLUE SPRINGS R-IV,Jackson County,BLUE SPRINGS,MO,14669,2983330,,
205,2909720,CLAYTON,St. Louis County,CLAYTON,MO,2609,2983330,,
206,2908370,FT. ZUMWALT R-II,St. Charles County,O'FALLON,MO,17765,2983330,,
207,2913140,GRANDVIEW C-4,Jackson County,GRANDVIEW,MO,4256,2983330,,
208,2915600,JACKSON R-II,Cape Girardeau County,JACKSON,MO,5430,2983330,,
209,2916450,KEARNEY R-I,Clay County,KEARNEY,MO,3580,2983330,,
210,2916770,KIRKWOOD R-VII,St. Louis County,KIRKWOOD,MO,6215,2983330,,
211,2917820,LADUE,St. Louis County,ST LOUIS,MO,4228,2983330,,
212,2918690,LINDBERGH SCHOOLS,St. Louis County,St. Louis,MO,7236,2983330,,
213,2928920,ST. CHARLES R-VI,St. Charles County,ST CHARLES,MO,5039,2983330,,
214,2930450,TROY R-III,Lincoln County,TROY,MO,6565,2983330,,
215,2931530,WEBSTER GROVES,St. Louis County,WEBSTER GROVES,MO,4681,2983330,,
216,2801740,HANCOCK CO SCHOOL DIST,Hancock County,Kiln,MS,4437,2983330,,
217,3003900,Billings H S,Yellowstone County,Billings,MT,5473,2983330,,
218,3004590,Bozeman H S,Gallatin County,Bozeman,MT,2243,2983330,,
219,3015420,Flathead H S,Flathead County,Kalispell,MT,2844,2983330,,
220,3013050,Great Falls H S,Cascade County,Great Falls,MT,2943,2983330,,
221,3013830,Helena H S,Lewis and Clark County,Helena,MT,2693,2983330,,
222,3018540,Missoula H S,Missoula County,Missoula,MT,3620,2983330,,
223,3104100,BLAIR COMMUNITY SCHOOLS,Washington County,BLAIR,NE,2305,2983330,,
224,3170110,ELKHORN PUBLIC SCHOOLS,Douglas County,ELKHORN,NE,10322,2983330,,
225,3170710,FREMONT PUBLIC SCHOOLS,Dodge County,FREMONT,NE,4869,2983330,,
226,3100098,GERING PUBLIC SCHOOLS,Scotts Bluff County,GERING,NE,2049,2983330,,
227,3100016,GRAND ISLAND PUBLIC SCHOOLS,Hall County,GRAND ISLAND,NE,10070,2983330,,
228,3100022,NORTH PLATTE PUBLIC SCHOOLS,Lincoln County,NORTH PLATTE,NE,4117,2983330,,
229,3175900,RALSTON PUBLIC SCHOOLS,Douglas County,RALSTON,NE,3378,2983330,,
230,3100021,WAVERLY SCHOOL DISTRICT 145,Lancaster County,WAVERLY,NE,2142,2983330,,
231,3302640,Dover School District,Strafford County,Dover,NH,3966,2983330,,
232,3300017,Exeter Region Coop School District,Rockingham County,Exeter,NH,2767,2983330,,
233,3304980,Nashua School District,Hillsborough County,Nashua,NH,11082,2983330,,
234,3307360,Pinkerton Academy School District,Rockingham County,Derry,NH,3140,2983330,,
235,3305820,Portsmouth School District,Rockingham County,Portsmouth,NH,2634,2983330,,
236,3305940,Rochester School District,Strafford County,Rochester,NH,4257,2983330,,
237,3401500,Bergenfield Borough School District,Bergen County,Bergenfield,NJ,3655,2983330,,
238,3401530,Berkeley Heights School District,Union County,Berkeley Heights,NJ,2559,2983330,,
239,3404590,Elizabeth Public Schools,Union County,Elizabeth,NJ,29021,2983330,,
240,3404660,Elmwood Park School District,Bergen County,Elmwood Park,NJ,2653,2983330,,
241,3406270,Hackensack School District,Bergen County,Hackensack,NJ,5790,2983330,,
242,3406540,Hamilton Township Public School District,Mercer County,Hamilton,NJ,11841,2983330,,
243,3406870,Harrison Public Schools,Hudson County,Harrison,NJ,2318,2983330,,
244,3407230,Hillsborough Township Public School District,Somerset County,Hillsborough,NJ,7489,2983330,,
245,3408400,Lawrence Township Public School District,Mercer County,Lawrenceville,NJ,3880,2983330,,
246,3400772,Mastery Schools of Camden Inc.,Camden County,Camden,NJ,2631,2983330,,
247,3410110,MIDDLETOWN TOWNSHIP PUBLIC SCHOOL DISTRICT,Monmouth County,Middletown,NJ,9587,2983330,,
248,3410500,Monroe Township School District,Middlesex County,MONROE TOWNSHIP,NJ,6895,2983330,,
249,3414280,Roselle Public Schools,Union County,ROSELLE,NJ,2897,2983330,,
250,3415630,Springfield Public School District,Union County,Springfield,NJ,2259,2983330,,
251,3412060,Township of Ocean School District,Monmouth County,Oakhurst,NJ,3365,2983330,,
252,3417130,Washington Township School District,Morris County,Long Valley,NJ,2032,2983330,,
253,3602970,AMSTERDAM CITY SCHOOL DISTRICT,Montgomery County,AMSTERDAM,NY,3853,2983330,,
254,3606060,BYRAM HILLS CENTRAL SCHOOL DISTRICT,Westchester County,ARMONK,NY,2292,2983330,,
255,3610200,EDGEMONT UNION FREE SCHOOL DISTRICT,Westchester County,SCARSDALE,NY,2056,2983330,,
256,3616080,KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT,Westchester County,KATONAH,NY,2936,2983330,,
257,3619170,MEXICO CENTRAL SCHOOL DISTRICT,Oswego County,MEXICO,NY,2117,2983330,,
258,3600013,ONEIDA CITY SCHOOL DISTRICT,Madison County,ONEIDA,NY,2009,2983330,,
259,3627240,SOUTH GLENS FALLS CENTRAL SCHOOL DISTRICT,Saratoga County,SOUTH GLENS FALLS,NY,2948,2983330,,
260,3628950,TROY CITY SCHOOL DISTRICT,Rensselaer County,TROY,NY,3998,2983330,,
261,3905001,Green Local,Summit County,Green,OH,4209,2983330,,
262,3904849,Highland Local,Medina County,Medina,OH,3268,2983330,,
263,3904788,Madison Local,Lake County,Madison,OH,3000,2983330,,
264,3904945,Madison Local,Richland County,Mansfield,OH,2964,2983330,,
265,3904625,Northeastern Local,Clark County,Springfield,OH,3097,2983330,,
266,3904993,Plain Local,Stark County,Canton,OH,6245,2983330,,
267,3905006,Springfield Local,Summit County,Akron,OH,2202,2983330,,
268,4101560,Ashland SD 5,Jackson County,Ashland,OR,2842,2983330,,
269,4102940,Central Point SD 6,Jackson County,Central Point,OR,4863,2983330,,
270,4104500,Eagle Point SD 9,Jackson County,Eagle Point,OR,4157,2983330,,
271,4104700,Estacada SD 108,Clackamas County,Estacada,OR,2929,2983330,,
272,4104740,Eugene SD 4J,Lane County,Eugene,OR,17331,2983330,,
273,4106300,Hermiston SD 8,Umatilla County,Hermiston,OR,5740,2983330,,
274,4107200,La Grande SD 1,Union County,La Grande,OR,2334,2983330,,
275,4108040,Medford SD 549C,Jackson County,Medford,OR,14498,2983330,,
276,4108820,North Bend SD 13,Coos County,North Bend,OR,4200,2983330,,
277,4109480,Parkrose SD 3,Multnomah County,Portland,OR,3124,2983330,,
278,4110520,Reynolds SD 7,Multnomah County,Fairview,OR,11071,2983330,,
279,4205860,Chester-Upland SD,Delaware County,Chester,PA,2789,2983330,,
280,4211760,Hempfield Area SD,Westmoreland County,Greensburg,PA,5516,2983330,,
281,4214190,Lower Moreland Township SD,Montgomery County,Huntingdon Valley,PA,2394,2983330,,
282,4214790,Mars Area SD,Butler County,Mars,PA,3402,2983330,,
283,4217520,Northeastern York SD,York County,Manchester,PA,3892,2983330,,
284,4217850,Northwestern Lehigh SD,Lehigh County,New Tripoli,PA,2055,2983330,,
285,4220040,Reading SD,Berks County,Reading,PA,17675,2983330,,
286,4220580,South Fayette Township SD,Allegheny County,McDonald,PA,3461,2983330,,
287,4226820,York City SD,York County,York,PA,6389,2983330,,
288,4400120,Central Falls,Providence County,Central Falls,RI,2878,2983330,,
289,4400330,East Providence,Providence County,East Providence,RI,5251,2983330,,
290,4400900,Providence,Providence County,Providence,RI,23836,2983330,,
291,4500720,Aiken 01,Aiken County,Aiken,SC,24184,2983330,,
292,4501920,Dillon 04,Dillon County,Dillon,SC,4006,2983330,,
293,4503908,Marion 10,Marion County,Marion,SC,4364,2983330,,
294,4503840,York 02,York County,Clover,SC,8295,2983330,,
295,4503900,York 04,York County,Fort Mill,SC,16977,2983330,,
296,4700147,Achievement School District,Davidson County,Nashville,TN,11169,2983330,,
297,4702130,Johnson City,Washington County,Johnson City,TN,8098,2983330,,
298,4703030,Montgomery County,Montgomery County,Clarksville,TN,36582,2983330,,
299,4818150,EDGEWOOD ISD,Bexar County,SAN ANTONIO,TX,9887,2983330,,
300,4846500,WYLIE ISD,Taylor County,ABILENE,TX,4783,2983330,,
301,5103300,ROANOKE CITY PBLC SCHS,Roanoke city,Roanoke,VA,14039,2983330,,
302,7800002,Saint Croix School District,St. Croix Island,Saint Croix,VI,5492,2983330,,
303,7800030,Saint Thomas - Saint John School District,St. Thomas Island,Saint Thomas,VI,5415,2983330,,
304,5007050,Rutland City School District,Rutland County,Rutland,VT,2048,2983330,,
305,5000431,Windham Southeast Unified Union School District #96,Windham County,Brattleboro,VT,2498,2983330,,
306,5506180,Arrowhead UHS School District,Waukesha County,Hartland,WI,2112,2983330,,
307,5507290,Kaukauna Area School District,Outagamie County,Kaukauna,WI,3936,2983330,,